Chat,Clase
T6 Sistemas de Impresion Elect. Compras/29-01-2026,Gestión de Pedidos/Entregas
T6 Sistemas de Impresion Elect. Compras/30-01-2026,Interacción/Relacional
T6 Sistemas de Impresion Elect. Compras/31-01-2026,Facturación_Documentos
T6 Sistemas de Impresion Elect. Compras/31-03-2026,Facturación_Documentos
T9 Anahí Ingresos Maco/16-04-2026,Interacción/Relacional
T9 Anahí Ingresos Maco/23-04-2026,Interacción/Relacional
T9 Anahí Ingresos Maco/25-04-2026,Seguimiento de Ventas
T9 Drenax 42513/06-03-2026,Gestión de Pedidos/Entregas
T9 Drenax 42513/09-03-2026,Seguimiento de Ventas
T9 Drenax 42513/10-04-2026,Gestión de Pedidos/Entregas
T9 Drenax 42513/11-02-2026,Confirmación_Estado
T9 Drenax 42513/13-04-2026,Seguimiento de Ventas
T9 Drenax 42513/14-04-2026,Seguimiento de Ventas
T9 Drenax 42513/18-03-2026,Interacción/Relacional
T9 Drenax 42513/20-01-2026,Gestión de Pedidos/Entregas
T9 Drenax 42513/22-01-2026,Gestión de Pedidos/Entregas
T9 Drenax 42513/22-04-2026,Confirmación_Estado
T9 Drenax 42513/23-04-2026,Gestión de Pedidos/Entregas
T9 Drenax 42513/24-04-2026,Seguimiento de Ventas
T9 Drenax 42513/25-04-2026,Seguimiento de Ventas
T9 Drenax 42513/26-02-2026,Consulta de Precio
T9 Ferre laminas 46266/06-03-2026,Gestión de Pedidos/Entregas
T9 Ferre laminas 46266/08-04-2026,Cotización/Presupuesto
T9 Ferre laminas 46266/11-04-2026,Cotización/Presupuesto
T9 Ferre laminas 46266/16-02-2026,Facturación_Documentos
T9 Ferre laminas 46266/22-04-2026,Seguimiento de Ventas
T9 Ferre laminas 46266/23-03-2026,Facturación_Documentos
T9 Ferre laminas 46266/24-03-2026,Gestión de Pedidos/Entregas
T9 Ferre laminas 46266/25-03-2026,Confirmación_Estado
T9 Huma Uniformes Y Bordados 41403/01-04-2026,Facturación_Documentos
T9 Huma Uniformes Y Bordados 41403/04-03-2026,Cotización/Presupuesto
T9 Huma Uniformes Y Bordados 41403/05-02-2026,Confirmación_Estado
T9 Huma Uniformes Y Bordados 41403/06-02-2026,Facturación_Documentos
T9 Huma Uniformes Y Bordados 41403/06-03-2026,Gestión de Pedidos/Entregas
T9 Huma Uniformes Y Bordados 41403/07-04-2026,Gestión de Pedidos/Entregas
T9 Huma Uniformes Y Bordados 41403/08-04-2026,Facturación_Documentos
T9 Huma Uniformes Y Bordados 41403/09-02-2026,Interacción/Relacional
T9 Huma Uniformes Y Bordados 41403/12-03-2026,Confirmación_Estado
T9 Huma Uniformes Y Bordados 41403/13-03-2026,Cotización/Presupuesto
T9 Huma Uniformes Y Bordados 41403/13-04-2026,Confirmación_Estado
T9 Huma Uniformes Y Bordados 41403/14-03-2026,Confirmación_Estado
T9 Huma Uniformes Y Bordados 41403/17-03-2026,Confirmación_Estado
T9 Huma Uniformes Y Bordados 41403/19-01-2026,Gestión de Pedidos/Entregas
T9 Huma Uniformes Y Bordados 41403/21-02-2026,Facturación_Documentos
T9 Huma Uniformes Y Bordados 41403/21-04-2026,Interacción/Relacional
T9 Huma Uniformes Y Bordados 41403/25-03-2026,Facturación_Documentos
T9 Huma Uniformes Y Bordados 41403/28-01-2026,Facturación_Documentos
T9 Huma Uniformes Y Bordados 41403/29-01-2026,Facturación_Documentos
T9 Miriam Fienmont 45737 Miriam/06-04-2026,Facturación_Documentos
T9 Miriam Fienmont 45737 Miriam/10-04-2026,Facturación_Documentos
T9 Miriam Fienmont 45737 Miriam/11-04-2026,Confirmación_Estado
T9 Miriam Fienmont 45737 Miriam/14-04-2026,Interacción/Relacional
T9 Miriam Fienmont 45737 Miriam/16-02-2026,Gestión de Pedidos/Entregas
T9 Miriam Fienmont 45737 Miriam/18-02-2026,Gestión de Pedidos/Entregas
T9 Miriam Fienmont 45737 Miriam/18-03-2026,Facturación_Documentos
T9 Miriam Fienmont 45737 Miriam/18-04-2026,Interacción/Relacional
T9 Miriam Fienmont 45737 Miriam/19-01-2026,Gestión de Pedidos/Entregas
T9 Miriam Fienmont 45737 Miriam/20-04-2026,Facturación_Documentos
T9 Miriam Fienmont 45737 Miriam/24-01-2026,Gestión de Pedidos/Entregas
T9 Miriam Fienmont 45737 Miriam/25-04-2026,Facturación_Documentos
T9 Miriam Fienmont 45737 Miriam/27-03-2026,Interacción/Relacional
T9 Miriam Fienmont 45737 Miriam/30-03-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/03-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/04-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/05-02-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/05-03-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/06-02-2026,Confirmación_Estado
T9 Sergio M paper plus 10592/07-04-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/09-02-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/09-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/10-02-2026,Confirmación_Estado
T9 Sergio M paper plus 10592/10-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/11-02-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/11-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/12-03-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/13-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/13-04-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/14-02-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/14-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/14-04-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/15-04-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/16-02-2026,Consulta de Precio
T9 Sergio M paper plus 10592/16-04-2026,Confirmación_Estado
T9 Sergio M paper plus 10592/17-03-2026,Interacción/Relacional
T9 Sergio M paper plus 10592/18-02-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/18-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/19-01-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/19-02-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/19-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/20-01-2026,Interacción/Relacional
T9 Sergio M paper plus 10592/20-02-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/20-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/20-04-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/21-03-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/21-04-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/22-01-2026,Interacción/Relacional
T9 Sergio M paper plus 10592/22-04-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/23-01-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/23-03-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/23-04-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/24-01-2026,Interacción/Relacional
T9 Sergio M paper plus 10592/24-02-2026,Confirmación_Estado
T9 Sergio M paper plus 10592/24-03-2026,Confirmación_Estado
T9 Sergio M paper plus 10592/24-04-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/25-02-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/26-01-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/26-03-2026,Facturación_Documentos
T9 Sergio M paper plus 10592/27-03-2026,Gestión de Pedidos/Entregas
T9 Sergio M paper plus 10592/28-01-2026,Confirmación_Estado
T9 Sergio M paper plus 10592/28-03-2026,Cotización/Presupuesto
T9 Sergio M paper plus 10592/31-03-2026,Facturación_Documentos
